Tax Year,Town,Fed AGI,CT AGI,CT Income Tax ,Federal EITC Claimed,Number of EITC Credits Claimed,Amount of EITC Claimed,Percentage By Town
2020,NEW LONDON,51159868,51083111,297685,5532316,2483,1273957,1.45
2020,NEW MILFORD,22776952,23243557,158260,1966161,1132,452215,0.52
2020,NEWTOWN,9492678,9581205,52238,791539,527,182053,0.21
2020,NORFOLK,1130712,1128456,7293,94499,56,21733,0.02
2020,NORTH BRANFORD,6760137,6743351,36468,578987,393,133166,0.15
2020,NORTH CANAAN,667190,686017,2997,64631,37,14865,0.02
2020,NORTH HAVEN,14173139,14067780,93732,1183911,720,272296,0.31
2020,NORTH STONINGTON,3539969,3562046,27509,279132,167,64200,0.07
2020,NORWALK,92669773,92656282,519646,9067796,4697,2085336,2.38
2020,NORWICH,80306848,79775745,484433,7925537,3666,1824426,2.08
2020,OLD LYME,3635805,3646353,18082,338138,214,77770,0.09
2020,OLD SAYBROOK,4586081,4621936,29874,388906,245,89450,0.1
2020,ORANGE,5494862,5511088,23956,498978,303,114764,0.13
2020,OXFORD,5315787,5335516,34724,429956,275,98880,0.11
2020,PLAINFIELD,19702381,19546175,120175,1866025,880,429183,0.49
2020,PLAINVILLE,18197736,18086337,128532,1443837,835,332083,0.38
2020,PLYMOUTH,11214852,11163989,80705,989073,544,227485,0.26
2020,POMFRET,2377456,2356679,13160,208624,122,47984,0.05
2020,PORTLAND,5997234,6080392,45095,525880,303,120953,0.14
2020,PRESTON,3592777,3573805,23358,304881,169,70123,0.08
2020,PROSPECT,4883958,5040833,41433,409135,251,94100,0.11
2020,PUTNAM,12569096,12569244,71873,1140054,607,262211,0.3
2020,REDDING,2168532,2265731,13764,211608,143,48670,0.06
2020,RIDGEFIELD,6103500,6363757,58167,491651,344,113080,0.13
2020,ROCKY HILL,10590901,10651655,73516,903816,559,207877,0.24
2020,ROXBURY,844515,873805,7221,68806,45,15826,0.02
2020,SALEM,2256837,2220926,15139,186164,107,42819,0.05
2020,SALISBURY,1956042,1963795,11537,164031,99,37726,0.04
2020,SCOTLAND,559660,558158,3417,39546,23,9096,0.01
2020,SEYMOUR,16600038,16616452,117027,1429341,754,328749,0.38
2020,SHARON,1272490,1273956,4584,125648,74,28899,0.03
2020,SHELTON,29260064,29347064,189782,2564483,1443,589830,0.67
2020,SHERMAN,1123692,1295604,9578,111593,67,25666,0.03
2020,SIMSBURY,9005943,9012108,62304,739952,459,170189,0.19
2020,SOMERS,4298983,4270643,27048,343822,215,78898,0.09
2020,SOUTHBURY,6558492,6611781,42346,592613,384,135898,0.16
2020,SOUTHINGTON,25803428,25670940,162634,2183836,1271,502280,0.57
2020,SOUTH WINDSOR,12944279,13025046,89299,1069661,613,246949,0.28
2020,SPRAGUE,4277584,4243148,31038,403003,190,92691,0.11
2020,STAFFORD,11125607,11230922,83660,956641,511,220026,0.25
2020,STAMFORD,125787498,125617772,704548,11953500,6218,2750780,3.14
2020,STERLING,3346403,3346908,16723,312809,170,71945,0.08
2020,STONINGTON,15614067,15563833,80899,1469110,824,337893,0.39
2020,STRATFORD,64069877,63986379,407740,5847232,2967,1346223,1.54
2020,SUFFIELD,6041849,6018794,31847,463926,302,106703,0.12
2020,THOMASTON,6655001,6671115,45314,537995,322,123739,0.14
2020,THOMPSON,7245020,7250489,28668,659977,344,151793,0.17
2020,TOLLAND,5459519,5619850,44454,448203,261,103088,0.12
2020,TORRINGTON,50434606,50470978,296885,4935601,2438,1134740,1.3
2020,TRUMBULL,15681725,15652656,88896,1440761,815,331372,0.38
2020,UNION,172598,169238,1302,10545,8,2425,0
2020,VERNON,34633112,34478519,215527,3314315,1645,762288,0.87
2020,VOLUNTOWN,1648692,1649248,6129,167062,93,38424,0.04
2020,WALLINGFORD,31238154,31238357,189073,2777085,1545,638728,0.73
2020,WARREN,574207,565976,1960,51578,28,11863,0.01
2020,WASHINGTON,1884037,1933965,15005,136328,105,31355,0.04
2020,WATERBURY,263822764,263615785,1533843,30595707,12740,7041346,8.04
2020,WATERFORD,15294291,15199559,96578,1264628,733,290864,0.33
2020,WATERTOWN,17976018,18165248,118879,1564326,885,359792,0.41
2020,WESTBROOK,4369635,4397382,34094,328285,218,75505,0.09
2020,WEST HARTFORD,39764656,39758788,242476,3672171,2006,844600,0.96
2020,WEST HAVEN,83652197,83505263,515299,8409761,4007,1936044,2.21
2020,WESTON,1641654,1682094,6261,174213,115,40069,0.05
2020,WESTPORT,5775288,5756496,27012,449118,350,103297,0.12
2020,WETHERSFIELD,20260667,20399862,145943,1686775,954,387958,0.44
2020,WILLINGTON,4208594,4272607,34417,349626,205,80413,0.09
2020,WILTON,3494638,3441239,17291,277261,204,63770,0.07
2020,WINCHESTER,13993488,13952291,90809,1290130,666,296779,0.34
2020,WINDHAM,44196317,44024692,260417,4830178,2115,1113108,1.27
2020,WINDSOR,33324979,33205649,241393,2932107,1539,674375,0.77
2020,WINDSOR LOCKS,14299712,14250700,93854,1246004,653,286578,0.33
2020,WOLCOTT,12282921,12346685,78987,1065566,599,245078,0.28
2020,WOODBRIDGE,2734223,2732772,14038,274169,164,63059,0.07
2020,WOODBURY,4513413,4571430,29797,391293,241,89997,0.1
2020,WOODSTOCK,4628338,4704315,26842,400755,230,92171,0.11
